City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
262,Voh,NC,2021-10-20 14:24:51,-20.9667,164.7,70.2,97,100,3.56
263,Paveh,IR,2021-10-20 14:24:52,35.0434,46.3565,57.9,48,24,5.86
264,Maniitsoq,GL,2021-10-20 14:24:52,65.4167,-52.9,34.43,48,46,5.21
265,Namibe,AO,2021-10-20 14:24:52,-15.1961,12.1522,73.63,71,11,13.76
266,Barra Do Garcas,BR,2021-10-20 14:24:53,-15.89,-52.2567,90.18,51,75,4.61
267,Port Moresby,PG,2021-10-20 14:24:53,-9.4431,147.1797,80.02,89,90,11.5
268,Chokurdakh,RU,2021-10-20 14:24:53,70.6333,147.9167,-11.43,94,98,4.0
269,Sirjan,IR,2021-10-20 14:24:53,29.452,55.6814,75.31,9,0,10.65
270,Richards Bay,ZA,2021-10-20 14:24:54,-28.783,32.0377,69.89,60,0,16.02
271,Zyryanovsk,KZ,2021-10-20 14:24:54,49.7386,84.2719,44.8,40,0,2.57
272,Bacolod,PH,2021-10-20 14:24:54,10.6667,122.95,78.71,87,99,6.15
273,Palmer,US,2021-10-20 14:21:12,42.1584,-72.3287,65.64,63,40,14.97
274,Leningradskiy,RU,2021-10-20 14:24:55,69.3833,178.4167,24.03,96,100,17.6
275,Mocuba,MZ,2021-10-20 14:24:55,-16.8392,36.9856,76.89,64,100,8.1
276,Ducheng,CN,2021-10-20 14:24:55,23.2373,111.5317,77.22,87,100,2.42
277,Thinadhoo,MV,2021-10-20 14:24:56,0.5333,72.9333,83.28,73,89,13.35
278,Grand-Santi,GF,2021-10-20 14:24:56,4.25,-54.3833,91.49,47,22,3.65
279,Brunico,IT,2021-10-20 14:24:56,46.7958,11.9364,65.55,55,58,3.42
280,Laguna,US,2021-10-20 14:21:50,38.421,-121.4238,64.9,57,90,1.99
281,Putingkahoy,PH,2021-10-20 14:24:57,13.8302,121.3275,77.61,87,99,3.38
282,Forst,DE,2021-10-20 14:24:57,51.7333,14.6333,68.81,40,100,16.53
